"Job Title","Date","float_Billable_Hours","Capacity"
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-23,3,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-23,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-23,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-23,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-23,68.75,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-23,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-23,45.5,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-23,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-23,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-23,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-23,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-23,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,9.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-23,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-23,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-23,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-23,8.5,8
"Software Developer  -  Business Applications (DDS)",2020-07-23,27,32
"Software Engineer  -  Business Applications (DDS)",2020-07-23,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-23,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-23,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-23,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-23,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-23,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-23,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-23,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-23,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-23,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-23,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-23,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-23,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-24,3,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-24,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-24,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-24,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-24,68.75,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-24,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-24,45.5,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-24,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-24,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-24,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-24,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-24,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,9.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-24,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-24,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-24,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-24,8.5,8
"Software Developer  -  Business Applications (DDS)",2020-07-24,27,32
"Software Engineer  -  Business Applications (DDS)",2020-07-24,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-24,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-24,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-24,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-24,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-24,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-24,9.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-24,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-24,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-24,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-24,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-24,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-24,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-25,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-25,0,40
"Business Analyst  -  Business Applications (DDS)",2020-07-25,0,8
"Data Architect  -  Data Architecture (DDS)",2020-07-25,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-25,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-25,0,8
"Data Scientist  -  Data Science (DDS)",2020-07-25,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-25,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-25,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-25,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-25,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-25,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,8
"QA Engineer  -  Business Applications (DDS)",2020-07-25,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-25,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-25,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-25,0,8
"Software Developer  -  Business Applications (DDS)",2020-07-25,0,32
"Software Engineer  -  Business Applications (DDS)",2020-07-25,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-25,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-25,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-25,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-25,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-25,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-25,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-25,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-25,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-25,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-25,0,8
"Technical Writer  -  Business Applications (DDS)",2020-07-25,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-25,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-26,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-26,0,40
"Business Analyst  -  Business Applications (DDS)",2020-07-26,0,8
"Data Architect  -  Data Architecture (DDS)",2020-07-26,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-26,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-26,0,8
"Data Scientist  -  Data Science (DDS)",2020-07-26,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-26,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-26,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-26,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-26,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-26,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,8
"QA Engineer  -  Business Applications (DDS)",2020-07-26,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-26,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-26,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-26,0,8
"Software Developer  -  Business Applications (DDS)",2020-07-26,0,32
"Software Engineer  -  Business Applications (DDS)",2020-07-26,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-26,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-26,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-26,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-26,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-26,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-26,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-26,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-26,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-26,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-26,0,8
"Technical Writer  -  Business Applications (DDS)",2020-07-26,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-26,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-27,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-27,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-27,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-27,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-27,73.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-27,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-27,45.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-27,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-27,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-27,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-27,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-27,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-27,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-27,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-27,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-27,8,8
"Software Developer  -  Business Applications (DDS)",2020-07-27,35,32
"Software Engineer  -  Business Applications (DDS)",2020-07-27,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-27,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-27,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-27,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-27,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-27,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-27,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-27,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-27,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-27,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-27,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-27,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-27,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-28,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-28,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-28,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-28,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-28,73.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-28,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-28,45.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-28,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-28,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-28,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-28,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-28,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-28,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-28,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-28,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-28,8,8
"Software Developer  -  Business Applications (DDS)",2020-07-28,35,32
"Software Engineer  -  Business Applications (DDS)",2020-07-28,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-28,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-28,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-28,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-28,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-28,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-28,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-28,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-28,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-28,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-28,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-28,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-28,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-29,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-29,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-29,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-29,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-29,73.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-29,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-29,45.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-29,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-29,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-29,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-29,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-29,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-29,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-29,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-29,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-29,8,8
"Software Developer  -  Business Applications (DDS)",2020-07-29,35,32
"Software Engineer  -  Business Applications (DDS)",2020-07-29,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-29,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-29,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-29,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-29,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-29,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-29,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-29,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-29,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-29,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-29,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-29,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-29,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-30,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-30,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-30,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-30,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-30,73.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-30,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-30,45.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-30,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-30,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-30,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-30,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-30,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-30,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-30,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-30,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-30,8,8
"Software Developer  -  Business Applications (DDS)",2020-07-30,35,32
"Software Engineer  -  Business Applications (DDS)",2020-07-30,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-30,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-30,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-30,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-30,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-30,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-30,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-30,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-30,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-30,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-30,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-30,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-30,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-07-31,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-07-31,11,40
"Business Analyst  -  Business Applications (DDS)",2020-07-31,8,8
"Data Architect  -  Data Architecture (DDS)",2020-07-31,22,32
"Data Engineer  -  Data Architecture (DDS)",2020-07-31,73.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-07-31,3.25,8
"Data Scientist  -  Data Science (DDS)",2020-07-31,45.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-07-31,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-07-31,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-07-31,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-07-31,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-07-31,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-07-31,21,24
"Quality Engineer  -  Business Applications (DDS)",2020-07-31,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-07-31,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-07-31,8,8
"Software Developer  -  Business Applications (DDS)",2020-07-31,35,32
"Software Engineer  -  Business Applications (DDS)",2020-07-31,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-07-31,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-07-31,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-07-31,8,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-07-31,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-07-31,23,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-07-31,9.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-07-31,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-07-31,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-07-31,7.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-07-31,8,8
"Technical Writer  -  Business Applications (DDS)",2020-07-31,0,8
"Web Developer  -  Business Applications (DDS)",2020-07-31,14,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-01,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-01,0,40
"Business Analyst  -  Business Applications (DDS)",2020-08-01,0,8
"Data Architect  -  Data Architecture (DDS)",2020-08-01,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-01,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-01,0,8
"Data Scientist  -  Data Science (DDS)",2020-08-01,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-01,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-01,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-01,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-01,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-01,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,8
"QA Engineer  -  Business Applications (DDS)",2020-08-01,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-01,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-01,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-01,0,8
"Software Developer  -  Business Applications (DDS)",2020-08-01,0,32
"Software Engineer  -  Business Applications (DDS)",2020-08-01,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-01,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-01,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-01,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-01,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-01,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-01,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-01,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-01,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-01,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-01,0,8
"Technical Writer  -  Business Applications (DDS)",2020-08-01,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-01,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-02,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-02,0,40
"Business Analyst  -  Business Applications (DDS)",2020-08-02,0,8
"Data Architect  -  Data Architecture (DDS)",2020-08-02,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-02,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-02,0,8
"Data Scientist  -  Data Science (DDS)",2020-08-02,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-02,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-02,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-02,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-02,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-02,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,8
"QA Engineer  -  Business Applications (DDS)",2020-08-02,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-02,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-02,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-02,0,8
"Software Developer  -  Business Applications (DDS)",2020-08-02,0,32
"Software Engineer  -  Business Applications (DDS)",2020-08-02,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-02,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-02,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-02,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-02,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-02,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-02,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-02,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-02,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-02,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-02,0,8
"Technical Writer  -  Business Applications (DDS)",2020-08-02,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-02,0,16
