"Job Title","Date","float_Billable_Hours","Capacity"
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-03,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-03,13,40
"Business Analyst  -  Business Applications (DDS)",2020-08-03,8,8
"Data Architect  -  Data Architecture (DDS)",2020-08-03,23,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-03,74,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-03,1.75,8
"Data Scientist  -  Data Science (DDS)",2020-08-03,35.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-03,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-03,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-03,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-03,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-03,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-08-03,13,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-03,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-03,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-03,8,8
"Software Developer  -  Business Applications (DDS)",2020-08-03,32,32
"Software Engineer  -  Business Applications (DDS)",2020-08-03,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-03,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-03,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-03,6.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-03,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-03,23.25,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-03,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-03,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-03,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-03,7,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,1,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-03,8,8
"Technical Writer  -  Business Applications (DDS)",2020-08-03,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-03,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-04,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-04,13,40
"Business Analyst  -  Business Applications (DDS)",2020-08-04,8,8
"Data Architect  -  Data Architecture (DDS)",2020-08-04,23,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-04,74,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-04,1.75,8
"Data Scientist  -  Data Science (DDS)",2020-08-04,35.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-04,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-04,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-04,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-04,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-04,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-08-04,13,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-04,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-04,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-04,8,8
"Software Developer  -  Business Applications (DDS)",2020-08-04,32,32
"Software Engineer  -  Business Applications (DDS)",2020-08-04,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-04,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-04,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-04,6.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-04,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-04,23.25,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-04,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-04,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-04,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-04,7,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,1,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-04,8,8
"Technical Writer  -  Business Applications (DDS)",2020-08-04,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-04,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-05,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-05,13,40
"Business Analyst  -  Business Applications (DDS)",2020-08-05,8,8
"Data Architect  -  Data Architecture (DDS)",2020-08-05,23,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-05,74,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-05,1.75,8
"Data Scientist  -  Data Science (DDS)",2020-08-05,35.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-05,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-05,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-05,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-05,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-05,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-08-05,13,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-05,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-05,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-05,8,8
"Software Developer  -  Business Applications (DDS)",2020-08-05,32,32
"Software Engineer  -  Business Applications (DDS)",2020-08-05,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-05,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-05,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-05,6.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-05,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-05,23.25,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-05,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-05,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-05,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-05,7,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,1,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-05,8,8
"Technical Writer  -  Business Applications (DDS)",2020-08-05,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-05,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-06,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-06,13,40
"Business Analyst  -  Business Applications (DDS)",2020-08-06,8,8
"Data Architect  -  Data Architecture (DDS)",2020-08-06,23,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-06,74,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-06,1.75,8
"Data Scientist  -  Data Science (DDS)",2020-08-06,35.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-06,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-06,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-06,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-06,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-06,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-08-06,13,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-06,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-06,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-06,8,8
"Software Developer  -  Business Applications (DDS)",2020-08-06,32,32
"Software Engineer  -  Business Applications (DDS)",2020-08-06,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-06,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-06,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-06,6.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-06,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-06,23.25,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-06,10.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-06,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-06,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-06,7,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,1,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-06,8,8
"Technical Writer  -  Business Applications (DDS)",2020-08-06,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-06,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-07,7,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-07,13,40
"Business Analyst  -  Business Applications (DDS)",2020-08-07,8,8
"Data Architect  -  Data Architecture (DDS)",2020-08-07,23,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-07,74,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-07,1.75,8
"Data Scientist  -  Data Science (DDS)",2020-08-07,35.75,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-07,8,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-07,8,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-07,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-07,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-07,14,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,5.5,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,11.5,8
"QA Engineer  -  Business Applications (DDS)",2020-08-07,13,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-07,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-07,6.5,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-07,8,8
"Software Developer  -  Business Applications (DDS)",2020-08-07,32,32
"Software Engineer  -  Business Applications (DDS)",2020-08-07,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-07,5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-07,8,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-07,6.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-07,6.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-07,23.25,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-07,9.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-07,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-07,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-07,7,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,1,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-07,8,8
"Technical Writer  -  Business Applications (DDS)",2020-08-07,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-07,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-08,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-08,0,40
"Business Analyst  -  Business Applications (DDS)",2020-08-08,0,8
"Data Architect  -  Data Architecture (DDS)",2020-08-08,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-08,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-08,0,8
"Data Scientist  -  Data Science (DDS)",2020-08-08,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-08,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-08,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-08,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-08,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-08,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,8
"QA Engineer  -  Business Applications (DDS)",2020-08-08,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-08,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-08,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-08,0,8
"Software Developer  -  Business Applications (DDS)",2020-08-08,0,32
"Software Engineer  -  Business Applications (DDS)",2020-08-08,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-08,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-08,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-08,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-08,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-08,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-08,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-08,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-08,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-08,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-08,0,8
"Technical Writer  -  Business Applications (DDS)",2020-08-08,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-08,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-08-09,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-08-09,0,40
"Business Analyst  -  Business Applications (DDS)",2020-08-09,0,8
"Data Architect  -  Data Architecture (DDS)",2020-08-09,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-08-09,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-08-09,0,8
"Data Scientist  -  Data Science (DDS)",2020-08-09,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-08-09,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-08-09,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-08-09,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-08-09,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-08-09,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,8
"QA Engineer  -  Business Applications (DDS)",2020-08-09,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-08-09,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-08-09,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-08-09,0,8
"Software Developer  -  Business Applications (DDS)",2020-08-09,0,32
"Software Engineer  -  Business Applications (DDS)",2020-08-09,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-08-09,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-08-09,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-08-09,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-08-09,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-08-09,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-08-09,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-08-09,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-08-09,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-08-09,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-08-09,0,8
"Technical Writer  -  Business Applications (DDS)",2020-08-09,0,8
"Web Developer  -  Business Applications (DDS)",2020-08-09,0,16
